课程编号,课程名,校区,老师,分类,类型,开课学院,学分
E12B4170,高级英语(3)(英汉双语),学院路校区,程艳琴,学科与专业基础,必修,外国语学院,2
E12B4170,高级英语(3)(英汉双语),学院路校区,程艳琴,学科与专业基础,必修,外国语学院,2
E12B4170,高级英语(3)(英汉双语),学院路校区,程艳琴,学科与专业基础,必修,外国语学院,2
E13C4110,汽车测试技术(全汉语),学院路校区,丁能根|王 建|刘献栋|周 煜,学科与专业基础,必修,交通科学与工程学院,3
E13D3720,机场特种结构**(全汉语),学院路校区,张涛涛,专业课程,必修,交通科学与工程学院,1.5
E15B3760,模式识别基础(全汉语),学院路校区,曹晓光,学科与专业基础,必修,宇航学院,2
E17B3170,仪器光电综合实验(全汉语),学院路校区,周富强,学科与专业基础,必修,仪器科学与光电工程学院,2
E17B3170,仪器光电综合实验(全汉语),学院路校区,周富强,学科与专业基础,必修,仪器科学与光电工程学院,2
E17B3170,仪器光电综合实验(全汉语),学院路校区,周富强,学科与专业基础,必修,仪器科学与光电工程学院,2
E17B3170,仪器光电综合实验(全汉语),学院路校区,周富强,学科与专业基础,必修,仪器科学与光电工程学院,2
E19B3230,电动力学(全汉语),学院路校区,许怀哲,学科与专业基础,必修,物理科学与核能工程学院,4
E24B4310,概率统计(其他语言),学院路校区,牛 薇,学科与专业基础,必修,中法工程师学院,2
E24B4510,动力学及振动学(其他语言),学院路校区,外教,学科与专业基础,必修,中法工程师学院,2
E24B4520,工程热力学(其他语言),学院路校区,袁卫星|外教,学科与专业基础,必修,中法工程师学院,2
E26D4510,论文写作基础(全汉语),学院路校区,张 晨,学科与专业基础,必修,新媒体艺术与设计学院,1
E26D4520,应用设计文案写作(全汉语),学院路校区,宫万琳,学科与专业基础,必修,新媒体艺术与设计学院,1
F01D4110,失效分析(全汉语),学院路校区,赵子华,专业课程,必修,材料科学与工程学院,2
F01D4120,材料与安全(全汉语),学院路校区,骆红云,专业课程,必修,材料科学与工程学院,2
F01D4140,非平衡材料(全汉语),学院路校区,逄淑杰,专业课程,必修,材料科学与工程学院,2
F01D4150,环境材料(全汉语),学院路校区,席文君,专业课程,必修,材料科学与工程学院,2
F01D4180,有色金属(全汉语),学院路校区,卢惠民,专业课程,必修,材料科学与工程学院,2
F01D4190,专业英语Ⅰ(全汉语),学院路校区,肖文龙,专业课程,必修,材料科学与工程学院,2
F01D4210,空天陶瓷材料(全汉语),学院路校区,张 跃,专业课程,必修,材料科学与工程学院,2
F01D4410,复合材料及胶粘剂应用技术(全汉语),学院路校区,王绍凯,专业课程,必修,材料科学与工程学院,2
F01D4440,专业英语Ⅲ(全汉语),学院路校区,陈爱华,专业课程,必修,材料科学与工程学院,2
F02C4420,现代空中交通管理(全汉语),学院路校区,薛 瑞,专业课程,必修,电子信息工程学院,3.5
F02D3730,光电信息技术(全汉语),学院路校区,闫娟娟,专业课程,必修,电子信息工程学院,3
F02D4110,无线电导航(全汉语),学院路校区,黄智刚,专业课程,必修,电子信息工程学院,2
F02D411I,无线电导航(全英语),学院路校区,金 天,专业课程,必修,电子信息工程学院,2
F02D4120,现代通信（扩频+OFDM）(全汉语),学院路校区,孙进平|闫娟娟,专业课程,必修,电子信息工程学院,2
F02D4130,雷达原理(全汉语),学院路校区,许小剑,专业课程,必修,电子信息工程学院,2.5
F02D4140,通信天线与馈电(全汉语),学院路校区,张 岩,专业课程,必修,电子信息工程学院,2
F02D414I,通信天线与馈电系统(全英语),学院路校区,张 岩,专业课程,必修,电子信息工程学院,2
F02D4170,移动通信(全汉语),学院路校区,朱云龙,专业课程,必修,电子信息工程学院,1
F02D4180,扩频通信(全汉语),学院路校区,李署坚,专业课程,必修,电子信息工程学院,1
F02D4210,软件无线电基础(全汉语),学院路校区,万国龙,专业课程,必修,电子信息工程学院,2
F02D4220,遥控遥测系统(全汉语),学院路校区,修春娣,专业课程,必修,电子信息工程学院,2
F02D4280,DSP原理及应用(全汉语),学院路校区,张玉玺,专业课程,必修,电子信息工程学院,1.5
F02D4290,数字声像技术(全汉语),学院路校区,刁为民,专业课程,必修,电子信息工程学院,1
F02D4310,微波器件与电路(全汉语),学院路校区,赵京城|刘荣科,专业课程,必修,电子信息工程学院,2
F02D4320,微波集成技术(全汉语),学院路校区,戴 飞,专业课程,必修,电子信息工程学院,2
F02D4380,网络管理(全汉语),学院路校区,王志鹏,专业课程,必修,电子信息工程学院,1
F02D4430,空域与流量管理技术(全汉语),学院路校区,王福祥,专业课程,必修,电子信息工程学院,2
F02D4440,航空导航技术(全汉语),学院路校区,李 锐|王志鹏,专业课程,必修,电子信息工程学院,2
F02D4510,通信及雷达对抗基础(全汉语),学院路校区,谢拥军,专业课程,必修,电子信息工程学院,2
F02D4740,光纤通信与网络(全汉语),学院路校区,郑 铮|赵 欣,专业课程,必修,电子信息工程学院,3
F02D4750,现代通信与声光信号处理(全汉语),学院路校区,张 波|万育航,专业课程,必修,电子信息工程学院,2
F02D4820,半导体物理与器件(全汉语),学院路校区,冀会辉,专业课程,必修,电子信息工程学院,2
F02D4830,集成电路设计方法(全汉语),学院路校区,夏同生,专业课程,必修,电子信息工程学院,2
F02D4840,集成电路与系统工艺原理(全汉语),学院路校区,王 翔,专业课程,必修,电子信息工程学院,2
F02D4910,电波传播(全汉语),学院路校区,谢树果,专业课程,必修,电子信息工程学院,2
F02D4920,射频与微波通信系统(全汉语),学院路校区,王晓晓,专业课程,必修,电子信息工程学院,2
F02D4930,电磁兼容(全汉语),学院路校区,戴 飞,专业课程,必修,电子信息工程学院,2
F03C4260,飞行控制系统（2）(全汉语),学院路校区,吴森堂,专业课程,必修,自动化科学与电气工程学院,2.5
F03C4720,机电控制系统(全汉语),学院路校区,李运华|高元楼,专业课程,必修,自动化科学与电气工程学院,2.5
F03C4910,电力传动与控制系统 (全汉语),学院路校区,孙 静,专业课程,必修,自动化科学与电气工程学院,2.5
F03D4110,电工材料(全汉语),学院路校区,王自强,专业课程,必修,自动化科学与电气工程学院,2
F03D4210,运动控制实验(全汉语),学院路校区,袁少强,专业课程,必修,自动化科学与电气工程学院,3
F03D4220,工业过程控制(全汉语),学院路校区,吴云洁,专业课程,必修,自动化科学与电气工程学院,2.5
F03D4270,系统建模与仿真(全汉语),学院路校区,宋 晓,专业课程,必修,自动化科学与电气工程学院,2
F03D4320,实验技术与建模(全汉语),学院路校区,杨 静,专业课程,必修,自动化科学与电气工程学院,2.5
F03D4330,数字信号处理(全汉语),学院路校区,万九卿|王秋生,专业课程,必修,自动化科学与电气工程学院,2.5
F03D4410,人工智能与知识工程(全汉语),学院路校区,王 岩,专业课程,必修,自动化科学与电气工程学院,2.5
F03D4420,DSP技术基础(全汉语),学院路校区,张宝昌,专业课程,必修,自动化科学与电气工程学院,2.5
F03D4641,多源信息融合导论(全汉语),学院路校区,李文玲,专业课程,必修,自动化科学与电气工程学院,2
F03D4810,航空航天器供电系统(全汉语),学院路校区,王 永,专业课程,必修,自动化科学与电气工程学院,2.5
F03D4820,电力系统分析(全汉语),学院路校区,王莉娜,专业课程,必修,自动化科学与电气工程学院,2.5
F03D4830,开关电源(全汉语),学院路校区,张俊民,专业课程,必修,自动化科学与电气工程学院,2
F03D4840,高电压工程(全汉语),学院路校区,肖春燕,专业课程,必修,自动化科学与电气工程学院,2
F03D4920,控制电机(全汉语),学院路校区,郭 宏|徐金全,专业课程,必修,自动化科学与电气工程学院,2.5
F04D3430,强度振动测试技术(全汉语),学院路校区,马艳红,专业课程,必修,能源与动力工程学院,2
F04D4290,航空发动机热防护(全汉语),学院路校区,吴 宏,专业课程,必修,能源与动力工程学院,2
F04D4330,计算流体力学(全汉语),学院路校区,方 韧,专业课程,必修,能源与动力工程学院,2
F04D4340,气动声学与噪声控制(全汉语),学院路校区,李晓东|高军辉,专业课程,必修,能源与动力工程学院,2
F04D4450,航空燃气轮机制造工艺(全汉语),学院路校区,宋满祥|申秀丽,专业课程,必修,能源与动力工程学院,2
F04D4460,航空发动机适航与维修(全汉语),学院路校区,陈志英,专业课程,必修,能源与动力工程学院,1.5
F04D4470,发动机结构优化(全汉语),学院路校区,申秀丽|胡殿印,专业课程,必修,能源与动力工程学院,2
F04D4480,汽车发动机结构(全汉语),学院路校区,彭 榕,专业课程,必修,能源与动力工程学院,1.5
F04D4640,计算传热学(全汉语),学院路校区,朱剑琴,专业课程,必修,能源与动力工程学院,2
F04D4650,新能源技术(全汉语),学院路校区,陈 江,专业课程,必修,能源与动力工程学院,1.5
F04D4660,太阳能技术(全汉语),学院路校区,甘志文,专业课程,必修,能源与动力工程学院,1.5
F04D4670,风能理论与技术(全汉语),学院路校区,杜 刚,专业课程,必修,能源与动力工程学院,1.5
F04D4760,非均匀材料结构强度理论与分析技术(全汉语),学院路校区,齐红宇,专业课程,必修,能源与动力工程学院,1
F04D4770,燃烧室数值模拟基础(全汉语),学院路校区,王 方,专业课程,必修,能源与动力工程学院,1
F04D4840,数理方程(全汉语),学院路校区,王 强|李 挺,专业课程,必修,能源与动力工程学院,2
F05D3220,结构设计适航基础(全汉语),学院路校区,徐伟强,专业课程,必修,航空科学与工程学院,2
F05D324I,直升机飞行力学(全英语),学院路校区,曹义华,专业课程,必修,航空科学与工程学院,2
F05D3520,泵与风机(全汉语),学院路校区,邱义芬|刘 猛,专业课程,必修,航空科学与工程学院,1
F05D3530,气动调节装置(全汉语),学院路校区,高红霞,专业课程,必修,航空科学与工程学院,1
F05D3550,飞机设计中人的因素分析(全汉语),学院路校区,王黎静,专业课程,必修,航空科学与工程学院,1
F05D4110,飞机部件与系统设计(全汉语),学院路校区,焦起祥,专业课程,必修,航空科学与工程学院,1.5
F05D4120,直升机部件及动力学设计(全汉语),学院路校区,王吉东,专业课程,必修,航空科学与工程学院,1.5
F05D4130,气动弹性设计(全汉语),学院路校区,谢长川,专业课程,必修,航空科学与工程学院,1
F05D4160,飞行器隐身技术基础(全汉语),学院路校区,姬金祖,专业课程,必修,航空科学与工程学院,1
F05D4220,飞行性能(全汉语),学院路校区,王衍洋|谭文倩,专业课程,必修,航空科学与工程学院,1.5
F05D4230,飞机的稳定与控制(全汉语),学院路校区,王维军,专业课程,必修,航空科学与工程学院,2
F05D4240,飞行安全与适航技术(全汉语),学院路校区,姜晓爱|蒙志君,专业课程,必修,航空科学与工程学院,1.5
F05D4420,实验流体力学(英汉双语),学院路校区,王延奎,专业课程,必修,航空科学与工程学院,2
F05D4420,实验流体力学(英汉双语),学院路校区,王延奎,专业课程,必修,航空科学与工程学院,2
F05D4430,湍流基础(全汉语),学院路校区,王晋军|高 琪,专业课程,必修,航空科学与工程学院,2
F05D4520,清洁能源利用(全汉语),学院路校区,邢玉明,专业课程,必修,航空科学与工程学院,1
F05D4530,飞机防冰技术(全汉语),学院路校区,常士楠,专业课程,必修,航空科学与工程学院,1
F06D4710,互联网软件新技术（XML和Web）(全汉语),学院路校区,葛 声,专业课程,必修,计算机学院,1
F07C321I,机械制造工艺(全英语),学院路校区,冯 林,专业课程,必修,机械工程及自动化学院,3
F07C4120,机械设计学(全汉语),学院路校区,张以都,专业课程,必修,机械工程及自动化学院,2
F07C412I,机械设计学(全英语),学院路校区,张以都,专业课程,必修,机械工程及自动化学院,2
F07C4130,机械设计CAD(全汉语),学院路校区,刘冠阳,专业课程,必修,机械工程及自动化学院,2.5
F07C4220,先进加工技术及装备(全汉语),学院路校区,彭 翀|蔡 军,专业课程,必修,机械工程及自动化学院,3
F07C4230,数字化制造技术(全汉语),学院路校区,樊 锐|姜兴刚,专业课程,必修,机械工程及自动化学院,3
F07C4320,信号处理及其应用(全汉语),学院路校区,满庆丰|夏继强,专业课程,必修,机械工程及自动化学院,3
F07C4340,机电一体化集成技术(全汉语),学院路校区,付永领,专业课程,必修,机械工程及自动化学院,2.5
F07C4420,生产与运作管理(全汉语),学院路校区,杨建军,专业课程,必修,机械工程及自动化学院,3
F07C4430,计算机辅助制造(全汉语),学院路校区,郑联语|杜福洲,专业课程,必修,机械工程及自动化学院,3
F07C443I,计算机辅助制造(全英语),学院路校区,乔立红|徐世新,专业课程,必修,机械工程及自动化学院,3
F07C4520,熔焊技术基础(全汉语),学院路校区,朱 颖,专业课程,必修,机械工程及自动化学院,2
F07C4530,焊接工艺及设备(全汉语),学院路校区,李刘合|从保强,专业课程,必修,机械工程及自动化学院,3
F07C4620,计算几何与有限元基础(全汉语),学院路校区,万 敏|赵 罡|胡毕富,专业课程,必修,机械工程及自动化学院,3
F07C4630,计算机辅助飞机制造(全汉语),学院路校区,郑国磊|闫光荣,专业课程,必修,机械工程及自动化学院,3
F07C4710,产品设计(3)(全汉语),学院路校区,刘永瞻|王 韫,专业课程,必修,机械工程及自动化学院,2.5
F07C4820,微纳表面科学与测量技术基础(全汉语),学院路校区,陈华伟,专业课程,必修,机械工程及自动化学院,3
F07C4830,机器人技术基础(全汉语),学院路校区,丁希仑,专业课程,必修,机械工程及自动化学院,3
F07D4720,信息设计(全汉语),学院路校区,尹 虎|王 韫,专业课程,必修,机械工程及自动化学院,1.5
F07D4730,环境设计（2）(全汉语),学院路校区,张 融|魏晓东,专业课程,必修,机械工程及自动化学院,1.5
F07D4750,工业设计先进制造技术(全汉语),学院路校区,陈 路,专业课程,必修,机械工程及自动化学院,1.5
F07D4760,网络编程技术(全汉语),学院路校区,陈少强,专业课程,必修,机械工程及自动化学院,1
F07D4910,现代焊接技术(全汉语),学院路校区,郭 伟,专业课程,必修,机械工程及自动化学院,1
F07D4950,微纳米制造技术基础(全汉语),学院路校区,袁松梅,专业课程,必修,机械工程及自动化学院,1.5
F08C4140,质量管理与可靠性工程(全汉语),学院路校区,单 伟,专业课程,必修,经济管理学院,2
F08C9330,战略管理(全汉语),学院路校区,欧阳桃花|张思萱,专业课程,必修,经济管理学院,2
F08D3531,固定收益证券(全汉语),学院路校区,曾建华,专业课程,必修,经济管理学院,2
F08D4331,金融企业会计(全汉语),学院路校区,韦红梅,专业课程,必修,经济管理学院,2
F08D4340,质量管理(全汉语),学院路校区,宋文燕,专业课程,必修,经济管理学院,2
F08D4340,质量管理(全汉语),学院路校区,赵吉昌,专业课程,必修,经济管理学院,2
F08D4341,非营利组织会计(全汉语),学院路校区,赵 莹,专业课程,必修,经济管理学院,2
F08D4360,企业与制造战略管理(全汉语),学院路校区,邓修权,专业课程,必修,经济管理学院,2
F08D4370,项目管理(全汉语),学院路校区,王立文,专业课程,必修,经济管理学院,2
F08D4390,企业资源计划(全汉语),学院路校区,郝金星,专业课程,必修,经济管理学院,2
F08D452I,国际技术贸易(全英语),学院路校区,杨 捷,专业课程,必修,经济管理学院,3
F08D455I,Excel在投资理财中的应用(全英语),学院路校区,谢 岚,专业课程,必修,经济管理学院,1.5
F08D462I,管理沟通(全英语),学院路校区,王赫鑫,专业课程,必修,经济管理学院,2
F08D465I,商务伦理与多元文化冲突(全英语),学院路校区,方 虹,专业课程,必修,经济管理学院,2
F09C4810,偏微分方程数值解(全汉语),学院路校区,冯仁忠,专业课程,必修,数学与系统科学学院,4
F09D4840,精算数学(全汉语),学院路校区,赵可昳,专业课程,必修,数学与系统科学学院,2
F09D4850,金融数学(全汉语),学院路校区,赵可昳,专业课程,必修,数学与系统科学学院,2
F11D3310,西方社会政治思想(全汉语),学院路校区,陈文博,专业课程,必修,人文社会科学学院,2
F11D4150,非营利组织管理(全汉语),学院路校区,曹庆萍,专业课程,必修,人文社会科学学院,2
F12B4050,英汉同声传译入门(英汉双语),学院路校区,王 沛,专业课程,必修,外国语学院,2
F12C4710,当代德国文化(其他语言),学院路校区,刘 璐,专业课程,必修,外国语学院,2
F12C4711,德语国家文学史与作品选读（3）(其他语言),学院路校区,贺 克,专业课程,必修,外国语学院,2
F12C4730,德语翻译实践(2)(其他语言),学院路校区,刘 璐,专业课程,必修,外国语学院,2
F12C4760,高级德语口语(3)(其他语言),学院路校区,Barbara Nowara,专业课程,必修,外国语学院,2
F12D4020,科技翻译(英汉双语),学院路校区,董 敏,专业课程,必修,外国语学院,2
F12D4720,德语报刊选读(其他语言),学院路校区,Barbara Nowara,专业课程,必修,外国语学院,2
F12D4730,德国文学评论(其他语言),学院路校区,吴晓樵,专业课程,必修,外国语学院,2
F13D3350,交通安全工程(全汉语),学院路校区,鲁光泉|林庆峰,专业课程,必修,交通科学与工程学院,2
F13D3740,机场防护工程设计**(全汉语),学院路校区,王乃东,专业课程,必修,交通科学与工程学院,1.5
F13D4210,内燃机电子控制技术(全汉语),学院路校区,何勇灵,专业课程,必修,交通科学与工程学院,2
F13D4220,内燃机代用燃料(全汉语),学院路校区,宋凌珺,专业课程,必修,交通科学与工程学院,1
F13D4230,混合动力技术(全汉语),学院路校区,杨世春,专业课程,必修,交通科学与工程学院,1
F13D4240,汽车发动机增压技术(全汉语),学院路校区,徐 斌,专业课程,必修,交通科学与工程学院,2
F13D4330,自动变速器技术(全汉语),学院路校区,徐向阳|刘艳芳|董 鹏,专业课程,必修,交通科学与工程学院,1.5
F13D4340,交通管理与控制(全汉语),学院路校区,于海洋|吴新开|张 钊,专业课程,必修,交通科学与工程学院,2
F13D4370,智能交通运输系统(全汉语),学院路校区,马晓磊,专业课程,必修,交通科学与工程学院,2
F13D4610,结构抗震(全汉语),学院路校区,张涛涛,专业课程,必修,交通科学与工程学院,2
F13D4710,建设项目管理(全汉语),学院路校区,黄达海,专业课程,必修,交通科学与工程学院,1
F13D4720,建筑结构检验(全汉语),学院路校区,周 耀,专业课程,必修,交通科学与工程学院,1
F13D4730,建筑结构选型(全汉语),学院路校区,高政国,专业课程,必修,交通科学与工程学院,1
F15C4210,导弹与运载火箭总体设计(全汉语),学院路校区,董长虹|郭祖华,专业课程,必修,宇航学院,2
F15C4220,飞行器结构分析与设计(全汉语),学院路校区,黄 海|贾光辉,专业课程,必修,宇航学院,2
F15C4230,航天器设计(全汉语),学院路校区,王利民|王新升|贺卫亮,专业课程,必修,宇航学院,2
F15C4570,火箭发动机设计(全汉语),学院路校区,田爱梅|张黎辉|田 辉,专业课程,必修,宇航学院,6
F15C4570,火箭发动机设计(全汉语),学院路校区,李家文|金 平,专业课程,必修,宇航学院,6
F15C4810,航天器控制原理(全汉语),学院路校区,胡维多,专业课程,必修,宇航学院,2
F15C4820,飞行动力学(全汉语),学院路校区,贾英宏,专业课程,必修,宇航学院,2
F15C4830,遥感技术基础(全汉语),学院路校区,姜志国|尹继豪,专业课程,必修,宇航学院,2
F15C4840,计算智能基础(全汉语),学院路校区,薛斌党,专业课程,必修,宇航学院,2
F15D4240,姿态与轨道动力学(全汉语),学院路校区,韩 潮|陈 培,专业课程,必修,宇航学院,2.5
F15D4250,导弹与运载火箭制导系统(全汉语),学院路校区,陈万春|郭祖华,专业课程,必修,宇航学院,2
F15D4340,导弹与运载火箭结构设计(全汉语),学院路校区,孟庆春,专业课程,必修,宇航学院,2
F15D4360,导弹与运载火箭气动计算(全汉语),学院路校区,马树微,专业课程,必修,宇航学院,2
F15D4850,天文导航技术基础(全汉语),学院路校区,王海涌,专业课程,必修,宇航学院,2
F15D4860,图像探测、跟踪与识别技术(全汉语),学院路校区,赵丹培,专业课程,必修,宇航学院,2
F15D4910,GPS定位导航原理与应用(全汉语),学院路校区,李昭莹,专业课程,必修,宇航学院,2
F15D4920,航天器姿态控制系统设计(全汉语),学院路校区,金 磊,专业课程,必修,宇航学院,2
F15D4930,航天工程概论(全汉语),学院路校区,徐 明,专业课程,必修,宇航学院,2
F15D4940,飞行控制技术(全汉语),学院路校区,宋 佳,专业课程,必修,宇航学院,2
F15D4960,数字视频处理基础(全汉语),学院路校区,袁 丁,专业课程,必修,宇航学院,2
F15D4970,计算机视觉与OpenCV基础(全汉语),学院路校区,孟 偲,专业课程,必修,宇航学院,2
F17D3540,摄影测量基础(全汉语),学院路校区,李旭东,专业课程,必修,仪器科学与光电工程学院,4
F17D4560,遥感图像处理与解译(全汉语),学院路校区,李 娜,专业课程,必修,仪器科学与光电工程学院,2.5
F17D4620,微机电系统(全汉语),学院路校区,董海峰,专业课程,必修,仪器科学与光电工程学院,2
F17D4650,光学系统设计(全汉语),学院路校区,冯 迪,专业课程,必修,仪器科学与光电工程学院,2
F17D4660,光电仪器系统设计(全汉语),学院路校区,周 震,专业课程,必修,仪器科学与光电工程学院,2
F19C4410,专业物理实验方法(全汉语),学院路校区,商广义,专业课程,必修,物理科学与核能工程学院,3
F19C4620,核物理实验(全汉语),学院路校区,孙保华|王涛峰,专业课程,必修,物理科学与核能工程学院,2.5
F19D4480,专业英语(英汉双语),学院路校区,朱开贵,专业课程,必修,物理科学与核能工程学院,2
F19D4490,凝聚态物理导论(全汉语),学院路校区,崔怀洋,专业课程,必修,物理科学与核能工程学院,3
F19D4550,辐射剂量与防护(全汉语),学院路校区,张高龙,专业课程,必修,物理科学与核能工程学院,2
F19D4560,核反应堆基础与原理(全汉语),学院路校区,竺礼华,专业课程,必修,物理科学与核能工程学院,2
F19D4570,核技术基础(全汉语),学院路校区,乐小云,专业课程,必修,物理科学与核能工程学院,2
F24B4500,机器人(其他语言),学院路校区,严 亮,专业课程,必修,中法工程师学院,1
F24B4540,结构力学(其他语言),学院路校区,外教,专业课程,必修,中法工程师学院,2
F24B4590,流体力学(其他语言),学院路校区,方 乐,专业课程,必修,中法工程师学院,2
F26C4710,插画与图画书创作(全汉语),学院路校区,叶 强,专业课程,必修,新媒体艺术与设计学院,4
F26C4720,综合绘画创作(全汉语),学院路校区,庄维嘉,专业课程,必修,新媒体艺术与设计学院,3
F26C4810,动画短片创作（2）(全汉语),学院路校区,於 水,专业课程,必修,新媒体艺术与设计学院,3
F26D4810,交互动画设计(全汉语),学院路校区,王 宁,专业课程,必修,新媒体艺术与设计学院,3
F26D4820,影视音乐（声乐）基础(全汉语),学院路校区,王玉琴,专业课程,必修,新媒体艺术与设计学院,2
F26D4910,多媒体编制与交互运用(全汉语),学院路校区,闫烁,专业课程,必修,新媒体艺术与设计学院,4
F26D4920,品牌形象设计(全汉语),学院路校区,宋泽惠,专业课程,必修,新媒体艺术与设计学院,4
F27D4310,化学前沿讲座(双语)(英汉双语),学院路校区,高秋明,专业课程,必修,化学学院,2
F27D4320,专业英语(英汉双语),学院路校区,孙晓波,专业课程,必修,化学学院,2
F27D4340,超分子化学(全汉语),学院路校区,刘全勇,专业课程,必修,化学学院,2
F27D4380,仿生材料化学(全汉语),学院路校区,赵 勇|衡利苹,专业课程,必修,化学学院,2
F27D4410,化学综合实验(2)(全汉语),学院路校区,郭 林,专业课程,必修,化学学院,1.5
F27D4410,化学综合实验(2)(全汉语),学院路校区,郭 林,专业课程,必修,化学学院,1.5
G01D4110,课程设计(全汉语),学院路校区,李树索,实践类课程,必修,材料科学与工程学院,1
G01D4110,课程设计(全汉语),学院路校区,李 然,实践类课程,必修,材料科学与工程学院,1
G02D4110,课程设计(全汉语),学院路校区,谢树果|闫娟娟|张杰斌|蔡开泉,实践类课程,必修,电子信息工程学院,3
G03D4000,课程设计和综合实验(全汉语),学院路校区,张 磊|邹丽萍,实践类课程,必修,自动化科学与电气工程学院,4
G03D4000,课程设计和综合实验(全汉语),学院路校区,刘 中,实践类课程,必修,自动化科学与电气工程学院,4
G04D4920,专业课程设计(全汉语),学院路校区,闻 洁|吴 宏|罗 翔|全永凯|李海旺,实践类课程,必修,能源与动力工程学院,3
G04D4920,专业课程设计(全汉语),学院路校区,王延荣|闫晓军|齐红宇|周建华|宋满祥|岳 明|袁 巍|樊 江|石多奇|方祥军|申秀丽|马艳红|杨 慧|魏大盛|李 超|李绍斌|王 方|张 弛|李志平|胡殿印|甘志文|张小勇|惠 鑫|张荣春|杜 林|李少林,实践类课程,必修,能源与动力工程学院,3
G04D4930,专业综合实验(全汉语),学院路校区,曹福良|郭志辉|闫晓军|许全宏|刘玉英|马艳红|张 弛|胡殿印|覃道亮|张大义|张小勇,实践类课程,必修,能源与动力工程学院,2
G04D4940,热工综合实验(全汉语),学院路校区,韩树军|吴 宏|李志强|罗 翔,实践类课程,必修,能源与动力工程学院,1
G04D4940,热工综合实验(全汉语),学院路校区,韩树军|刘友宏|罗 翔|全永凯,实践类课程,必修,能源与动力工程学院,1
G04D4940,热工综合实验(全汉语),学院路校区,郭 隽|吴 宏|邓宏武|李志强,实践类课程,必修,能源与动力工程学院,1
G04D4940,热工综合实验(全汉语),学院路校区,韩树军|郭 隽|邓宏武|全永凯,实践类课程,必修,能源与动力工程学院,1
G04D4940,热工综合实验(全汉语),学院路校区,韩树军|吴 宏|刘友宏|李志强,实践类课程,必修,能源与动力工程学院,1
G04D4940,热工综合实验(全汉语),学院路校区,吴 宏|李志强|罗 翔|全永凯,实践类课程,必修,能源与动力工程学院,1
G04D4940,热工综合实验(全汉语),学院路校区,郭 隽|邓宏武|刘友宏|李志强,实践类课程,必修,能源与动力工程学院,1
G04D4940,热工综合实验(全汉语),学院路校区,郭 隽|吴 宏|刘友宏|罗 翔,实践类课程,必修,能源与动力工程学院,1
G04D4940,热工综合实验(全汉语),学院路校区,郭 隽|邓宏武|罗 翔|全永凯,实践类课程,必修,能源与动力工程学院,1
G04D4940,热工综合实验(全汉语),学院路校区,郭 隽|邓宏武|刘友宏|全永凯,实践类课程,必修,能源与动力工程学院,1
G04D4940,热工综合实验(全汉语),学院路校区,郭 隽|邓宏武|刘友宏|全永凯,实践类课程,必修,能源与动力工程学院,1
G04D4950,叶轮机设计与实验(全汉语),学院路校区,严 明|宁方飞,实践类课程,必修,能源与动力工程学院,2
G04D4960,结构动力特性试验(全汉语),学院路校区,马艳红|李 超,实践类课程,必修,能源与动力工程学院,0.5
G05D3120,专业课程设计(全汉语),学院路校区,焦起祥|何景武|罗漳平|王立峰|邓志诚|孙康文,实践类课程,必修,航空科学与工程学院,3
G05D3120,专业课程设计(全汉语),学院路校区,王衍洋|谭文倩,实践类课程,必修,航空科学与工程学院,3
G05D3120,专业课程设计(全汉语),学院路校区,周 越|董海涛|兰世隆|邹 辉|张劲柏|郭 昊,实践类课程,必修,航空科学与工程学院,3
G05D3120,专业课程设计(全汉语),学院路校区,刘 猛|高红霞|谢永奇|卜雪琴|柏立战|申晓斌,实践类课程,必修,航空科学与工程学院,3
G05D3120,专业课程设计(全汉语),学院路校区,邱志平|王晓军|张 铮|杨振宇|王治华|李宇航,实践类课程,必修,航空科学与工程学院,3
G07D3410,专业综合设计(全汉语),学院路校区,张 融|刘永瞻,实践类课程,必修,机械工程及自动化学院,2
G07D4120,专业课程设计(全汉语),学院路校区,张彦华|曲文卿,实践类课程,必修,机械工程及自动化学院,2
G07D4120,专业课程设计(全汉语),学院路校区,韩晓建|吴 琼,实践类课程,必修,机械工程及自动化学院,2
G07D4120,专业课程设计(全汉语),学院路校区,王秀凤|张 俐|李卫东,实践类课程,必修,机械工程及自动化学院,2
G07D4120,专业课程设计(全汉语),学院路校区,王延忠|姜兴刚,实践类课程,必修,机械工程及自动化学院,2
G07D4120,专业课程设计(全汉语),学院路校区,王延忠|姜兴刚,实践类课程,必修,机械工程及自动化学院,2
G07D4120,专业课程设计(全汉语),学院路校区,邢春香,实践类课程,必修,机械工程及自动化学院,2
G07D4120,专业课程设计(全汉语),学院路校区,李大寨,实践类课程,必修,机械工程及自动化学院,2
G07D4120,专业课程设计(全汉语),学院路校区,徐世新|段桂江|杜福洲,实践类课程,必修,机械工程及自动化学院,2
G07D412I,专业课程设计(全英语),学院路校区,王延忠|姜兴刚,实践类课程,必修,机械工程及自动化学院,2
G07D412I,专业课程设计(全英语),学院路校区,王秀凤|李卫东,实践类课程,必修,机械工程及自动化学院,2
G07D4130,专业综合实验(全汉语),学院路校区,郑敏信|郭 伟,实践类课程,必修,机械工程及自动化学院,2
G07D4130,专业综合实验(全汉语),学院路校区,李晓利|李大寨,实践类课程,必修,机械工程及自动化学院,2
